"","Codi","Altitud (m)","Superficie (km2)","Any","Perc_pob","Densit_pob","Perc_Densit_pob"
"328","082093",112,13.15,2019,2.13285876798539,664.410646387833,1.92999089935446
"329","082093",112,13.15,2020,2.18478228680296,673.231939163498,1.95413156258387
"330","082093",112,13.15,2021,2.18478228680296,673.231939163498,1.95413156258387
"331","082346",305,34.72,2011,1.07442731711258,122.58064516129,0.363654639112617
"332","082346",305,34.72,2012,1.07214675071334,123.15668202765,0.363712717693049
"333","082346",305,34.72,2013,1.07554090212152,123.646313364055,0.3657017436841
"334","082346",305,34.72,2014,1.06258176351552,122.350230414747,0.36179403571016
"335","082346",305,34.7,2015,1.06924758039338,123.371757925072,0.364850923414181
"336","082346",305,34.7,2016,1.06070195197066,122.680115273775,0.362547417385492
"337","082346",305,34.72,2017,1.06953595580012,124.222350230415,0.365737439506673
"338","082346",305,34.72,2018,1.07583518136105,125.892857142857,0.368428716013416
"339","082346",305,34.72,2019,1.09169559464698,128.801843317972,0.374145698560434
"340","082346",305,34.72,2020,1.12138831031658,130.875576036866,0.379881106387729
"341","082346",305,34.72,2021,1.12138831031658,130.875576036866,0.379881106387729
"342","082482",236,14.23,2011,1.74720664044552,486.366830639494,1.44288320590767
"343","082482",236,14.23,2012,1.75740799245786,492.55094869993,1.45462707507596
"344","082482",236,14.23,2013,1.76425786926153,494.869992972593,1.4636491327822
"345","082482",236,14.23,2014,1.77947426215853,499.929725931131,1.47831019609014
"346","082482",236,14.2,2015,1.76834217920699,498.591549295775,1.47449943347287
"347","082482",236,14.2,2016,1.75637492587295,496.408450704225,1.46699896205283
"348","082482",236,14.23,2017,1.76660657294691,500.632466619817,1.47397015219739
"349","082482",236,14.23,2018,1.77016852536003,505.411103302881,1.47909871993377
"350","082482",236,14.23,2019,1.7791318188254,512.157413914266,1.48772322247597
"351","082482",236,14.23,2020,1.83262094903409,521.855235418131,1.51474362297382
"352","082482",236,14.23,2021,1.83262094903409,521.855235418131,1.51474362297382
